Temperature,Humidity,Wind Speed,Precipitation (%),Cloud Cover,Atmospheric Pressure,UV Index,Season,Visibility (km),Location,Weather Type
11,74,20.0,84,2.0,1002.36,2,3,3.5,1,
16,68,14.0,49,1.0,1009.91,2,3,6.5,0,
27,95,14.0,77,1.0,1019.13,7,1,9.0,0,
19,77,7.5,72,1.0,1002.91,10,1,4.0,1,
16,66,9.0,71,2.0,1006.19,1,2,4.5,0,
28,73,10.0,76,1.0,1007.91,3,2,3.5,0,
5,74,27.0,71,2.0,984.53,0,0,3.0,0,
29,77,17.0,69,1.0,1019.66,1,2,2.0,1,
43,29,2.0,61,1.0,855.21,1,3,13.0,1,
34,63,8.0,11,2.0,1002.09,2,2,8.5,0,
33,75,17.5,94,2.0,1015.21,3,3,5.0,2,
8,50,3.0,23,,816.14,8,3,19.5,2,
17,66,1.5,28,,1099.65,9,3,18.5,2,
28,60,8.0,26,1.0,1017.02,4,3,8.0,2,
14,56,8.5,27,2.0,1006.47,2,3,6.5,2,
17,75,4.5,11,1.0,1003.12,2,2,5.5,0,
34,75,18.5,64,2.0,992.15,3,3,1.0,2,
34,68,8.5,7,1.0,1020.82,7,0,8.0,2,
-4,90,30.0,100,2.0,984.37,3,0,4.5,0,
-4,71,0.5,84,2.0,983.17,0,0,2.5,2,
-5,63,9.5,70,2.0,993.03,1,0,1.5,2,
27,77,4.0,72,1.0,1017.48,4,1,1.0,0,
5,84,5.5,99,2.0,993.11,0,0,1.0,0,
-7,93,15.5,54,2.0,992.53,0,0,2.0,2,
28,57,13.0,45,1.0,1006.4,3,2,8.5,1,
73,108,16.5,102,1.0,1002.52,4,0,2.5,0,
12,82,18.0,63,2.0,990.87,3,3,2.5,0,
36,57,0.5,3,1.0,1020.53,9,3,8.5,0,
20,74,39.5,84,1.0,1018.9,7,2,1.0,0,
32,77,7.5,53,2.0,1016.29,0,0,1.5,0,
34,60,4.0,9,0.0,1017.31,11,0,6.0,2,
19,59,9.5,84,2.0,1031.19,4,1,9.5,0,
1,86,18.0,68,2.0,992.11,0,0,2.5,2,
44,31,4.5,57,,1069.22,6,3,17.5,1,
35,62,10.0,19,0.0,1022.63,11,3,7.0,1,
25,94,16.5,78,1.0,990.84,0,1,1.5,1,
22,72,3.5,22,2.0,1012.38,4,3,5.5,1,
43,34,6.0,32,,1117.38,5,3,16.0,0,
30,25,4.5,8,1.0,1023.71,8,2,8.0,2,
13,94,9.0,67,2.0,994.66,0,0,1.5,2,
-7,94,10.5,55,1.0,994.09,0,0,2.0,0,
49,58,10.5,39,,979.57,1,1,10.5,1,
12,33,12.0,44,1.0,1166.34,6,0,18.5,1,
15,50,15.0,22,2.0,1012.79,2,0,7.0,1,
31,36,2.5,11,0.0,1021.73,7,0,6.0,1,
13,69,12.5,68,2.0,1014.34,1,2,4.5,0,
31,70,14.0,13,1.0,1011.12,4,2,6.5,2,
25,26,4.5,5,0.0,1012.59,8,0,5.0,1,
30,59,3.0,35,2.0,1007.39,3,0,7.0,2,
17,65,2.5,23,1.0,1016.65,4,1,7.5,1,
18,58,6.5,43,2.0,1011.98,1,0,7.5,0,
33,53,7.5,36,2.0,1001.37,2,1,5.5,0,
25,71,5.5,42,1.0,1016.7,2,2,8.5,0,
23,57,9.0,4,0.0,1027.74,9,2,8.0,1,
22,65,12.5,91,1.0,1017.63,0,3,2.5,1,
24,95,9.0,105,1.0,1009.96,4,1,4.0,1,
23,77,27.0,91,2.0,1016.67,4,2,3.5,1,
15,78,6.0,27,2.0,1005.16,1,2,6.5,2,
39,36,9.0,4,1.0,1025.59,11,2,6.0,0,
18,64,6.5,75,2.0,1008.26,2,0,2.5,2,
32,65,12.5,33,1.0,1005.18,4,1,7.5,0,
47,86,21.0,74,1.0,1007.79,5,0,6.5,0,
39,28,9.0,7,0.0,1014.81,8,0,5.0,0,
22,74,14.5,64,2.0,994.38,0,2,4.0,2,
-7,91,10.0,77,2.0,999.14,1,0,4.5,2,
-2,97,6.0,60,2.0,991.12,0,0,3.0,2,
28,34,9.5,17,1.0,1027.62,8,2,9.5,2,
20,99,7.0,74,2.0,1008.48,3,0,4.5,2,
46,44,5.0,19,1.0,869.11,5,1,6.0,2,
-9,89,17.0,87,2.0,980.71,0,0,1.5,0,
-1,104,27.0,75,1.0,989.78,1,0,1.5,2,
30,49,1.5,3,0.0,1028.18,5,2,8.0,2,
23,58,7.0,7,0.0,1026.41,9,2,7.5,1,
28,88,9.0,66,2.0,1000.65,2,2,4.5,1,
1,82,15.0,99,2.0,985.11,0,0,3.0,2,
25,70,6.0,16,1.0,1018.75,2,3,7.5,1,
17,70,14.5,39,1.0,1001.49,1,3,8.5,1,
40,76,29.5,82,2.0,992.36,9,0,3.5,1,
18,99,6.0,69,2.0,998.88,1,3,3.0,2,
-2,49,3.5,76,,1167.69,0,2,14.5,0,
10,64,12.0,54,1.0,991.24,2,2,2.0,2,
34,61,14.0,28,2.0,1014.03,1,2,6.0,1,
40,69,5.0,6,1.0,1018.64,10,0,5.0,2,
26,53,12.0,11,2.0,1018.07,4,0,6.0,2,
21,94,36.5,108,2.0,1012.36,2,2,2.0,1,
15,50,10.0,47,1.0,1015.47,1,1,5.5,1,
-11,91,9.0,74,2.0,988.61,4,0,2.5,2,
14,83,6.0,68,1.0,996.79,1,0,2.0,1,
26,69,5.5,46,1.0,1008.66,2,2,9.0,2,
15,70,13.0,40,1.0,1001.67,3,0,8.0,2,
19,77,14.5,91,1.0,994.14,0,1,2.0,1,
1,95,15.5,74,2.0,998.79,1,0,3.0,2,
-9,89,18.5,51,2.0,995.59,0,0,5.0,0,
18,79,5.0,36,1.0,1010.23,4,2,6.0,0,
21,68,13.0,45,1.0,1009.24,3,3,5.0,1,
-5,93,18.0,60,2.0,988.73,0,0,4.5,2,
20,77,24.5,73,2.0,1007.62,12,1,4.5,0,
17,72,17.5,98,2.0,1014.75,1,0,1.0,1,
17,72,6.0,48,1.0,1017.4,3,1,5.5,1,
29,93,9.0,88,2.0,1009.73,3,2,4.5,1,
19,75,8.5,36,1.0,1015.06,4,0,7.5,2,
22,97,18.0,99,1.0,1018.33,0,3,4.5,1,
31,50,8.5,25,1.0,1019.94,2,1,8.5,2,
12,71,11.0,34,2.0,1015.51,4,1,5.5,1,
30,70,16.5,75,2.0,1002.81,1,2,2.0,1,
38,34,6.0,2,0.0,1028.86,6,3,9.0,2,
13,21,10.0,84,2.0,1064.61,0,3,1.5,2,
62,100,20.5,99,0.0,1014.46,0,2,6.5,2,
29,46,5.0,12,0.0,1014.49,5,0,6.0,1,
2,73,10.5,53,2.0,994.5,0,0,4.0,0,
-10,68,5.5,63,2.0,983.2,1,0,3.5,2,
9,98,12.0,89,2.0,1001.84,13,1,0.5,1,
53,108,20.0,96,0.0,1012.64,2,3,1.5,0,
31,67,10.0,61,2.0,997.18,3,2,2.5,1,
34,72,6.0,58,2.0,1003.98,1,0,3.5,0,
-2,96,0.5,89,2.0,981.0,1,0,2.0,0,
31,88,6.0,78,1.0,1019.14,3,2,3.0,2,
7,66,8.0,35,,1133.94,12,0,0.0,0,
33,32,1.0,9,0.0,1021.14,9,3,5.0,0,
29,20,6.0,13,0.0,1018.79,8,1,10.0,0,
33,35,4.0,17,0.0,1017.12,10,2,10.0,0,
18,69,12.0,38,1.0,1009.3,3,1,7.5,1,
-7,70,4.0,57,1.0,980.77,0,0,3.0,0,
-8,92,1.0,62,1.0,992.23,0,0,2.0,0,
3,81,8.0,88,1.0,994.38,1,0,4.0,2,
-6,70,9.0,71,2.0,982.11,1,0,1.5,0,
22,26,7.0,19,1.0,1019.24,11,0,9.5,1,
-2,93,3.5,64,1.0,995.54,1,0,3.5,0,
48,75,24.5,90,2.0,1001.7,8,3,3.0,0,
41,69,2.0,0,1.0,1014.21,6,2,6.5,0,
28,84,11.0,52,2.0,1008.93,1,1,1.5,2,
18,55,11.0,34,1.0,1003.46,1,2,7.0,0,
24,79,9.5,79,1.0,1000.98,3,1,4.5,2,
-9,97,10.0,61,2.0,993.81,1,0,2.0,0,
-8,86,12.5,68,2.0,981.43,1,0,1.5,2,
19,29,11.0,91,2.0,879.71,6,0,19.0,2,
22,64,2.5,33,2.0,1009.55,1,3,9.0,2,
15,96,10.5,84,2.0,1005.29,1,1,4.5,0,
27,79,8.0,72,1.0,1006.81,2,3,4.5,1,
-4,84,11.0,59,2.0,993.75,1,0,3.0,2,
30,67,6.0,73,2.0,1146.15,11,1,16.5,2,
47,78,11.5,48,,869.5,0,1,17.0,1,
-9,70,18.0,63,2.0,983.59,0,0,1.5,0,
23,90,17.0,94,1.0,1017.47,0,0,1.0,1,
19,73,19.0,90,2.0,1005.43,0,2,1.5,2,
16,41,10.5,81,1.0,1193.06,1,1,15.5,1,
-8,99,16.0,70,2.0,993.82,0,0,1.5,2,
21,92,24.5,81,2.0,1006.14,7,3,1.0,0,
-9,75,5.0,98,2.0,988.71,0,0,5.0,0,
12,66,5.5,27,1.0,1003.07,2,0,8.0,2,
45,81,6.5,84,1.0,1024.04,6,0,11.0,0,
-10,31,10.5,84,1.0,853.94,6,1,7.0,2,
70,94,36.0,94,2.0,1004.12,6,0,0.5,0,
2,70,16.5,57,2.0,990.44,0,0,1.5,2,
51,98,9.0,98,0.0,1021.61,1,3,7.0,2,
30,52,4.0,49,2.0,1017.81,2,3,6.0,0,
34,65,10.5,45,1.0,1005.25,2,3,7.5,1,
0,88,3.0,52,2.0,981.64,1,0,1.0,0,
29,55,7.0,18,0.0,1022.87,7,0,5.5,2,
-19,41,5.5,16,1.0,1034.63,11,3,18.0,2,
16,87,15.0,96,1.0,1005.39,3,1,2.0,0,
28,63,3.0,5,0.0,1026.02,11,1,8.5,2,
-8,82,9.0,79,2.0,997.79,1,0,2.0,0,
29,46,2.0,19,0.0,1027.65,11,3,5.5,1,
12,68,10.5,78,2.0,1014.17,0,0,2.0,1,
23,31,3.5,18,1.0,827.69,8,3,8.0,2,
28,56,4.0,18,0.0,1020.85,7,1,7.0,2,
20,73,11.0,43,2.0,1005.72,1,2,8.5,2,
34,63,20.0,72,2.0,991.86,1,2,3.0,0,
20,62,2.5,12,0.0,1029.63,8,1,6.0,1,
-11,34,2.5,84,2.0,881.02,13,1,15.5,0,
36,50,9.0,10,0.0,1021.05,5,0,5.5,0,
12,54,7.0,16,1.0,1008.7,2,2,6.0,1,
30,22,6.0,10,0.0,1020.21,10,3,5.0,1,
16,68,17.0,96,2.0,1006.29,0,1,1.5,1,
34,93,34.0,91,2.0,1014.02,13,0,2.0,2,
2,96,14.0,90,1.0,994.56,1,0,1.5,0,
44,23,4.5,5,0.0,1023.15,9,0,7.0,2,
24,60,6.5,63,2.0,998.0,0,3,5.0,1,
27,70,8.5,42,2.0,1019.32,4,2,6.5,2,
0,91,2.0,77,2.0,989.54,1,0,4.5,0,
10,92,11.5,87,1.0,1006.0,1,0,3.5,1,
-4,84,9.0,68,1.0,993.88,0,0,3.0,2,
20,33,2.0,19,1.0,1020.46,5,1,5.5,2,
38,53,3.0,15,0.0,1015.39,8,2,5.0,1,
26,66,0.5,17,0.0,1010.85,10,1,8.5,1,
-19,41,8.0,11,1.0,1172.03,7,3,6.0,1,
21,73,6.0,86,1.0,1010.37,3,0,2.0,1,
1,22,4.0,92,2.0,921.39,4,3,12.0,2,
28,82,32.5,103,1.0,1010.22,6,3,7.0,2,
-7,82,11.5,95,2.0,998.49,1,0,3.5,0,
22,84,16.5,62,2.0,1009.7,1,1,3.0,1,
29,55,0.5,13,2.0,1019.93,1,0,7.5,0,
4,98,18.5,74,1.0,991.57,1,0,3.0,0,
-5,71,14.0,57,1.0,944.07,0,0,10.5,0,
31,79,5.0,41,1.0,1008.03,4,0,6.0,1,
0,97,16.0,99,1.0,995.62,1,0,1.5,0,
44,67,1.5,17,1.0,1021.59,6,1,7.5,2,
31,51,9.5,44,1.0,1017.77,3,2,5.0,2,
-10,93,8.5,58,1.0,987.38,0,0,3.5,0,
4,77,19.5,99,2.0,991.95,0,0,4.5,0,
-7,86,22.0,88,2.0,985.6,6,0,1.0,0,
24,78,18.5,54,2.0,1009.18,0,1,1.5,1,
27,67,8.0,23,1.0,1006.44,2,3,5.5,2,
15,89,15.5,92,2.0,1003.07,0,0,4.5,1,
-12,47,9.5,76,,1167.73,4,2,5.5,2,
25,32,1.5,1,1.0,1029.62,9,3,9.0,0,
35,69,7.5,1,0.0,1027.84,5,3,7.0,0,
-8,85,11.5,80,2.0,992.47,0,0,2.0,0,
27,99,17.5,91,2.0,991.27,2,1,3.0,1,
5,97,8.5,70,2.0,992.64,10,0,2.5,2,
0,84,5.5,62,2.0,991.3,1,0,4.5,2,
0,77,12.5,98,2.0,995.08,1,0,4.0,2,
4,98,5.5,85,1.0,990.09,0,0,1.0,0,
12,31,5.0,25,2.0,1055.3,6,1,19.0,2,
33,44,5.0,4,1.0,1010.03,5,0,7.0,1,
49,76,2.0,90,0.0,1013.22,11,3,2.5,0,
5,56,2.0,54,,1132.46,6,3,2.5,0,
6,89,32.0,103,2.0,995.62,0,0,2.0,0,
36,68,0.5,16,0.0,1017.35,5,0,6.5,0,
59,75,13.0,79,0.0,1025.4,3,2,8.5,2,
-7,97,11.5,80,2.0,999.75,0,0,2.0,2,
14,67,14.5,82,1.0,1017.73,0,0,2.5,2,
34,88,9.0,96,2.0,1010.42,10,2,11.5,2,
27,99,9.5,85,0.0,1015.88,10,3,4.0,0,
20,94,8.0,54,2.0,995.2,3,2,2.0,2,
28,70,13.0,22,2.0,1016.73,3,3,7.0,0,
14,68,13.0,63,2.0,992.68,3,3,4.0,0,
31,92,17.0,61,1.0,1010.51,1,0,2.5,1,
13,44,13.5,78,2.0,865.19,3,0,2.0,0,
3,66,16.5,84,1.0,997.36,1,0,4.5,0,
26,63,5.5,17,1.0,1008.04,4,2,6.5,0,
-12,71,17.0,107,1.0,996.07,8,0,2.5,2,
23,79,0.5,11,1.0,1011.29,1,1,6.5,2,
-8,71,10.0,91,2.0,998.32,0,0,1.5,2,
2,86,21.5,99,1.0,992.52,9,0,5.0,2,
-8,73,7.0,87,2.0,992.94,1,0,2.5,2,
-4,77,18.5,75,1.0,990.3,0,0,4.5,2,
28,93,10.0,76,0.0,1021.73,9,2,1.0,1,
33,97,9.0,62,2.0,1000.41,1,0,1.0,0,
37,28,3.0,5,0.0,1016.72,8,1,8.5,1,
28,86,14.5,65,2.0,996.25,1,1,2.0,1,
-10,74,10.5,59,2.0,985.83,0,0,3.5,0,
-9,88,12.5,79,2.0,988.76,0,0,1.0,0,
21,60,6.5,95,2.0,997.16,0,1,2.5,0,
37,34,4.5,7,1.0,1021.0,11,0,6.5,1,
-9,78,16.5,54,2.0,998.72,1,0,2.0,0,
27,105,12.0,103,0.0,1028.21,3,0,7.0,1,
29,50,8.0,27,1.0,1005.8,1,0,8.5,2,
-6,81,21.5,90,2.0,984.81,12,0,1.5,2,
27,60,6.0,24,2.0,1012.08,3,0,8.5,2,
1,82,13.0,99,2.0,988.25,10,0,1.5,2,
24,98,12.5,52,2.0,1019.52,0,1,4.5,1,
24,31,0.5,11,1.0,1014.4,9,0,8.5,1,
32,75,8.0,77,1.0,1025.66,7,1,5.0,2,
34,99,17.5,70,2.0,990.78,3,3,2.0,0,
34,51,8.5,10,0.0,1010.11,7,0,8.5,2,
12,60,11.0,63,2.0,1009.03,1,1,4.5,1,
44,63,3.0,2,1.0,1011.89,11,1,8.5,2,
14,76,9.5,75,2.0,1009.77,1,2,3.0,1,
38,73,8.0,81,1.0,1007.17,14,0,1.0,2,
13,61,7.0,18,2.0,1010.55,2,0,8.0,2,
28,70,11.0,92,1.0,1004.04,1,1,2.0,2,
23,95,41.0,99,1.0,1003.48,3,2,2.5,0,
24,31,6.0,16,0.0,1013.15,5,2,7.5,0,
48,79,3.0,74,2.0,1194.59,12,2,1.0,0,
47,87,43.0,78,1.0,994.53,9,3,3.0,1,
26,67,10.5,35,1.0,1011.74,2,2,5.0,1,
14,57,0.5,27,1.0,1013.63,3,0,6.0,2,
-3,63,14.0,62,2.0,982.54,1,0,2.5,0,
31,88,40.0,102,2.0,1018.33,4,3,1.5,2,
24,65,0.5,46,1.0,1006.69,3,3,8.0,0,
31,75,9.5,75,1.0,1013.19,0,1,2.0,1,
16,77,13.0,88,2.0,1004.43,2,0,4.5,1,
42,43,4.0,15,0.0,1013.46,6,0,8.0,0,
-10,71,9.0,51,2.0,983.84,0,0,3.0,0,
31,20,7.0,2,1.0,1020.51,11,1,6.0,2,
37,38,4.0,1,1.0,1023.97,8,2,8.5,2,
29,104,10.5,85,1.0,1029.18,1,0,3.5,0,
80,109,8.0,93,0.0,1029.19,7,2,3.0,2,
23,35,5.0,17,0.0,1020.09,9,1,6.0,0,
-8,78,9.0,78,2.0,999.45,1,0,2.5,0,
24,87,17.5,80,2.0,1006.75,2,0,4.0,1,
23,81,24.0,93,2.0,1006.73,11,3,1.0,1,
41,47,8.5,5,0.0,1026.73,10,3,9.5,1,
21,92,17.5,87,2.0,1010.89,3,0,2.5,2,
26,72,3.0,36,1.0,1012.65,2,0,8.0,2,
64,95,25.0,108,1.0,1002.57,5,3,5.5,2,
17,22,3.5,65,,812.0,11,0,14.5,2,
29,75,8.0,45,1.0,1001.95,1,3,8.5,0,
30,64,5.5,16,2.0,1011.05,1,2,5.0,0,
25,57,2.0,16,1.0,1004.99,2,3,5.5,1,
21,65,11.5,49,1.0,1010.53,1,3,5.5,0,
22,63,9.5,5,1.0,1024.08,10,1,7.0,1,
16,50,9.0,16,2.0,1001.3,3,2,7.0,2,
37,102,24.0,84,1.0,1019.57,3,1,6.0,1,
21,88,11.0,81,1.0,1005.55,3,1,4.5,1,
22,89,17.5,97,1.0,1004.21,0,1,4.0,1,
29,32,3.0,15,0.0,1012.12,11,1,6.0,1,
10,55,7.5,22,1.0,1007.33,3,3,5.5,2,
27,62,3.5,48,2.0,1014.76,2,2,5.5,2,
34,80,6.5,55,2.0,1003.04,0,1,2.5,1,
25,61,13.0,79,2.0,1002.02,1,0,2.5,0,
31,70,5.5,43,2.0,1015.27,4,0,6.5,1,
22,72,5.5,84,1.0,994.51,3,1,2.5,2,
35,43,4.5,18,0.0,1022.08,9,2,9.0,2,
0,70,6.0,90,2.0,990.81,1,0,1.5,2,
37,20,9.0,11,1.0,1022.91,7,0,8.0,2,
30,91,7.0,104,1.0,1012.35,6,1,9.0,2,
2,89,9.5,93,1.0,991.88,1,0,3.0,0,
20,97,12.0,90,2.0,1014.93,3,0,3.5,0,
-3,93,1.5,54,2.0,984.52,0,0,2.5,0,
18,81,15.0,55,1.0,991.05,2,2,4.0,0,
3,91,3.5,52,1.0,994.38,0,0,4.0,0,
1,69,14.0,54,1.0,989.64,0,0,1.0,2,
29,48,5.5,13,0.0,1020.36,9,1,6.5,2,
36,89,16.5,99,1.0,1023.65,7,1,5.0,1,
34,59,8.5,9,0.0,1020.78,6,0,8.0,1,
-4,97,20.0,53,2.0,982.49,0,0,2.5,2,
-1,65,19.5,71,1.0,998.83,1,0,1.0,2,
21,99,10.0,67,2.0,1007.75,1,3,4.5,1,
-9,103,4.5,100,2.0,984.08,1,0,1.5,2,
28,71,30.0,87,1.0,1018.69,12,0,5.0,0,
21,91,10.5,72,2.0,1013.6,1,3,5.0,1,
0,72,11.5,10,2.0,951.01,6,2,7.5,2,
30,70,1.0,45,2.0,1017.84,4,1,8.5,1,
42,53,5.0,10,0.0,1027.84,10,0,7.0,2,
20,55,8.0,33,2.0,1015.61,1,3,7.0,1,
57,71,18.0,84,2.0,1009.18,2,3,1.0,0,
20,65,5.5,17,0.0,1029.96,10,1,9.5,2,
32,42,5.0,17,0.0,1026.4,6,3,7.5,1,
17,91,9.0,66,2.0,1002.44,0,1,4.5,1,
44,67,8.0,16,0.0,1028.69,6,1,8.0,2,
15,86,5.0,70,1.0,1007.14,3,0,5.0,0,
20,97,17.0,70,2.0,1004.59,3,0,4.5,1,
-10,73,4.0,72,2.0,998.67,0,0,2.5,0,
-8,60,19.0,55,1.0,995.01,1,0,2.0,0,
-15,56,6.0,96,2.0,1153.96,11,3,12.0,2,
15,70,2.5,80,0.0,1020.81,2,2,8.0,2,
22,70,4.5,34,2.0,1003.23,1,3,9.0,0,
-5,91,3.0,64,2.0,986.86,1,0,3.5,2,
11,63,7.5,90,2.0,1004.18,0,2,2.0,1,
20,50,9.5,22,2.0,1004.24,1,3,8.5,0,
41,66,8.0,11,0.0,1020.81,11,0,9.0,2,
32,69,5.5,6,0.0,1026.28,6,0,9.5,2,
10,77,4.0,26,,853.9,9,3,11.5,1,
0,89,6.5,98,2.0,996.48,6,0,3.0,0,
-14,43,2.0,79,,1196.0,9,0,17.5,1,
32,71,1.5,33,1.0,1015.11,4,2,5.5,1,
34,51,10.0,23,2.0,1000.4,1,2,5.5,2,
28,49,8.0,0,0.0,1025.75,5,3,7.5,1,
44,40,4.0,7,0.0,1028.11,9,0,9.0,1,
25,62,5.5,15,1.0,1014.82,1,0,6.5,0,
30,73,18.0,78,2.0,1015.78,3,2,1.5,2,
29,45,8.0,4,0.0,1028.04,11,0,7.0,2,
24,70,2.5,48,1.0,1006.77,1,0,5.5,0,
38,45,7.0,19,0.0,1020.65,11,3,8.5,2,
1,61,0.5,82,1.0,991.39,0,0,4.0,2,
10,54,9.0,25,1.0,1000.79,4,1,8.0,2,
23,65,16.0,54,2.0,1007.22,0,3,2.0,0,
12,62,12.5,71,2.0,1000.15,2,0,4.0,1,
21,74,30.5,92,1.0,1007.87,10,2,6.5,1,
19,108,3.5,82,1.0,1015.55,9,1,8.5,1,
26,100,27.5,106,2.0,1015.47,0,2,3.5,0,
33,58,0.5,7,0.0,1010.95,6,3,6.0,1,
21,95,17.0,66,2.0,998.46,1,3,2.0,0,
32,36,12.5,52,1.0,977.72,10,1,9.5,1,
-13,65,9.0,61,,1075.18,4,3,7.5,1,
24,40,6.0,13,,803.48,7,3,15.5,2,
22,44,10.0,40,2.0,963.2,14,1,11.5,0,
12,72,4.0,41,1.0,1018.18,4,1,6.5,0,
2,89,7.5,52,2.0,997.95,0,0,4.5,0,
31,23,1.0,18,0.0,1024.66,6,2,9.0,0,
33,54,7.5,22,2.0,1008.64,3,2,8.5,0,
24,22,0.5,14,0.0,1027.62,8,3,8.5,2,
26,82,20.0,89,2.0,992.0,2,0,1.5,1,
22,71,8.0,32,1.0,1001.86,1,0,5.5,0,
25,43,9.0,5,0.0,1017.9,8,0,9.0,0,
21,62,4.5,30,2.0,1017.66,3,3,7.0,0,
62,94,14.5,83,0.0,1025.57,10,2,4.0,0,
34,69,6.5,7,0.0,1020.34,10,3,7.0,0,
1,78,16.0,54,2.0,992.9,1,0,4.0,0,
26,54,14.0,23,1.0,1008.44,2,3,7.0,2,
32,93,5.0,81,1.0,991.17,2,1,5.0,0,
-3,88,3.0,62,1.0,985.69,1,0,2.5,0,
20,81,32.0,87,1.0,999.54,12,2,1.5,2,
3,72,2.0,72,2.0,980.81,0,0,3.5,0,
-7,67,1.0,96,2.0,981.04,0,0,3.5,0,
26,82,14.5,96,2.0,999.91,8,0,0.5,0,
32,62,9.5,4,0.0,1012.8,6,2,9.0,2,
-10,62,14.0,69,2.0,994.79,0,0,3.0,0,
22,60,11.5,63,2.0,992.69,2,1,3.0,1,
21,83,12.5,50,2.0,991.17,2,2,4.5,2,
-2,84,3.5,83,2.0,984.98,0,0,2.0,0,
16,97,19.0,59,2.0,1005.12,3,2,1.0,0,
29,53,8.5,9,0.0,1021.35,10,2,5.0,1,
17,73,2.5,53,1.0,955.73,11,3,9.0,2,
-8,82,20.0,67,1.0,998.81,0,0,3.5,0,
19,64,5.5,49,2.0,1017.92,4,3,7.5,2,
36,47,7.5,24,1.0,1016.26,4,3,3.5,2,
25,65,8.5,72,1.0,1011.8,3,3,2.0,0,
39,57,8.5,0,0.0,1027.85,9,1,9.0,2,
34,60,3.0,19,0.0,1010.31,7,1,9.0,0,
30,66,4.5,12,0.0,1024.75,6,3,6.5,2,
-6,73,16.0,71,2.0,991.55,1,0,4.0,2,
43,48,6.0,11,0.0,1026.72,11,0,8.0,2,
11,91,7.0,57,2.0,995.78,3,3,5.0,1,
-4,81,13.5,81,2.0,999.94,0,0,1.5,2,
1,89,10.0,80,2.0,990.69,1,0,3.0,2,
32,91,5.0,99,2.0,997.66,1,0,2.0,1,
16,68,5.0,48,2.0,1006.37,1,0,9.0,0,
36,50,10.0,9,0.0,1029.55,7,3,8.0,0,
40,62,6.0,12,0.0,1022.43,10,0,7.0,0,
16,64,12.5,71,2.0,1019.27,0,0,2.5,2,
21,69,0.0,40,1.0,1001.43,2,2,7.0,0,
39,60,5.0,3,0.0,1013.97,7,3,5.0,0,
24,68,15.0,35,1.0,1011.54,2,2,5.0,1,
24,75,9.0,31,1.0,1003.3,1,1,7.0,2,
63,107,13.0,95,1.0,997.91,4,1,1.5,2,
40,41,1.0,6,0.0,1015.33,9,0,7.0,0,
2,91,0.0,65,2.0,980.71,1,0,3.0,0,
44,38,0.5,13,0.0,1017.02,7,1,6.0,0,
12,57,5.0,30,1.0,1000.37,1,1,8.0,0,
45,75,20.0,81,2.0,1014.22,4,0,0.5,0,
86,102,5.0,103,0.0,1018.82,0,2,9.0,0,
28,76,7.0,83,1.0,1016.07,3,3,2.0,2,
23,65,3.0,4,1.0,1024.1,7,1,5.5,0,
46,88,2.5,88,0.0,1017.83,6,2,8.0,1,
14,69,6.5,49,1.0,1019.47,3,0,6.5,1,
33,87,10.0,73,2.0,998.28,0,1,2.5,1,
-7,64,19.5,82,2.0,999.17,0,0,3.5,2,
56,105,26.5,102,1.0,1005.92,6,1,7.0,0,
25,74,14.0,42,1.0,1166.8,9,1,17.5,0,
12,77,19.5,85,0.0,1019.09,2,3,12.5,0,
24,62,16.0,56,2.0,1019.07,2,0,4.5,0,
-3,107,28.5,96,2.0,982.51,1,0,0.5,2,
28,64,6.5,2,1.0,1023.48,10,3,9.5,2,
-17,77,10.5,70,2.0,1108.38,13,0,14.5,0,
19,86,13.0,82,1.0,1002.78,3,0,1.0,1,
23,86,9.5,85,1.0,1013.54,1,1,2.5,2,
4,44,13.5,36,,1103.75,2,3,4.5,0,
17,66,6.0,98,2.0,991.3,1,3,4.0,2,
23,56,5.5,15,1.0,1009.52,4,0,7.0,2,
14,76,13.5,35,1.0,1002.71,3,1,5.5,2,
-4,73,16.0,91,2.0,995.19,0,0,2.5,2,
22,85,2.5,85,1.0,1007.35,7,1,1.5,1,
17,62,1.5,40,2.0,1006.9,1,0,7.5,0,
28,81,6.5,99,1.0,1013.51,3,0,3.5,1,
2,83,16.0,68,2.0,991.77,0,0,3.0,2,
57,82,0.5,104,1.0,1019.74,1,3,4.0,0,
34,43,2.0,1,1.0,1016.47,10,2,9.5,1,
-10,98,8.5,67,2.0,984.77,1,0,2.5,0,
15,73,4.5,31,1.0,1010.84,3,1,6.5,0,
34,64,5.5,9,0.0,1024.88,7,0,5.5,0,
10,84,16.0,54,2.0,1015.2,2,3,1.5,2,
24,50,5.0,42,1.0,1002.1,1,3,7.5,1,
-12,78,28.0,88,1.0,999.07,5,0,4.0,0,
30,73,5.0,46,2.0,918.44,7,0,17.5,0,
32,77,5.0,24,1.0,1004.79,2,0,8.0,2,
33,58,3.5,14,0.0,1028.32,5,2,9.0,0,
57,77,26.0,76,1.0,1006.59,0,2,2.0,1,
13,63,12.5,61,1.0,997.41,2,2,4.0,0,
-8,98,23.5,75,2.0,995.05,0,0,6.0,0,
-7,70,15.5,89,2.0,994.56,1,0,3.0,0,
31,24,3.5,16,0.0,1016.82,11,3,8.0,0,
10,79,11.0,27,1.0,1000.37,4,0,6.0,0,
31,40,4.0,9,1.0,1015.55,11,0,9.5,0,
30,61,3.5,47,1.0,1002.5,3,2,7.0,2,
